,chromosome,start,end,GC,AT,N
15813,chr10,33600001,33700000,0.41294,0.58706,0
15814,chr10,33700001,33800000,0.40384,0.59616,0
15815,chr10,33800001,33900000,0.40548,0.59452,0
15816,chr10,33900001,34000000,0.41194,0.58806,0
15817,chr10,34000001,34100000,0.42397,0.57603,0
15818,chr10,34100001,34200000,0.4115,0.5885,0
15819,chr10,34200001,34300000,0.40721,0.59279,0
15820,chr10,34300001,34400000,0.44692,0.55308,0
15821,chr10,34400001,34500000,0.40473,0.59527,0
15822,chr10,34500001,34600000,0.39705,0.60295,0
15823,chr10,34600001,34700000,0.36871,0.63129,0
15824,chr10,34700001,34800000,0.38368,0.61632,0
15825,chr10,34800001,34900000,0.39259,0.60741,0
15826,chr10,34900001,35000000,0.41767,0.58233,0
15827,chr10,35000001,35100000,0.42925,0.57075,0
15828,chr10,35100001,35200000,0.45008,0.54992,0
15829,chr10,35200001,35300000,0.45906,0.54094,0
15830,chr10,35300001,35400000,0.4066,0.5934,0
15831,chr10,35400001,35500000,0.39697,0.60303,0
15832,chr10,35500001,35600000,0.4361,0.5639,0
15833,chr10,35600001,35700000,0.43413,0.56587,0
15834,chr10,35700001,35800000,0.42939,0.57061,0
15835,chr10,35800001,35900000,0.44477,0.55523,0
15836,chr10,35900001,36000000,0.43165,0.56835,0
15837,chr10,36000001,36100000,0.41212,0.58788,0
15838,chr10,36100001,36200000,0.41055,0.58945,0
15839,chr10,36200001,36300000,0.40216,0.59784,0
15840,chr10,36300001,36400000,0.38997,0.61003,0
15841,chr10,36400001,36500000,0.37066,0.62934,0
15842,chr10,36500001,36600000,0.36564,0.63436,0
15843,chr10,36600001,36700000,0.38869,0.61131,0
15844,chr10,36700001,36800000,0.38805,0.61195,0
15845,chr10,36800001,36900000,0.38083,0.61917,0
15846,chr10,36900001,37000000,0.38958,0.61042,0
15847,chr10,37000001,37100000,0.39928,0.60072,0
15848,chr10,37100001,37200000,0.39233,0.60767,0
15849,chr10,37200001,37300000,0.37851,0.62149,0
15850,chr10,37300001,37400000,0.38172,0.61828,0
15851,chr10,37400001,37500000,0.3591,0.64089,0
15852,chr10,37500001,37600000,0.3816,0.6184,0
15853,chr10,37600001,37700000,0.37486,0.62514,0
15854,chr10,37700001,37800000,0.41064,0.58936,0
15855,chr10,37800001,37900000,0.39079,0.60921,0
15856,chr10,37900001,38000000,0.42839,0.57161,0
15857,chr10,38000001,38100000,0.41798,0.58202,0
15858,chr10,38100001,38200000,0.40008,0.59992,0
15859,chr10,38200001,38300000,0.42266,0.57734,0
15860,chr10,38300001,38400000,0.40391,0.59609,0
15861,chr10,38400001,38500000,0.39296,0.60704,0
15862,chr10,38500001,38600000,0.39151,0.60849,0
15863,chr10,38600001,38700000,0.39697,0.60303,0
15864,chr10,42900001,43000000,0.40597,0.59403,0
15865,chr10,43000001,43100000,0.40828,0.59172,0
15866,chr10,43100001,43200000,0.40323,0.59677,0
15867,chr10,43200001,43300000,0.43061,0.56939,0
15868,chr10,43300001,43400000,0.46087,0.53913,0
15869,chr10,43400001,43500000,0.4812,0.5188,0
15870,chr10,43500001,43600000,0.51157,0.48843,0
15871,chr10,43600001,43700000,0.46249,0.53751,0
15872,chr10,43700001,43800000,0.52455,0.47545,0
15873,chr10,43800001,43900000,0.49636,0.50364,0
15874,chr10,43900001,44000000,0.46517,0.53483,0
15875,chr10,44000001,44100000,0.42385,0.57615,0
15876,chr10,44100001,44200000,0.44523,0.55477,0
15877,chr10,44200001,44300000,0.42285,0.57715,0
15878,chr10,44300001,44400000,0.44388,0.55612,0
15879,chr10,44400001,44500000,0.44259,0.55741,0
15880,chr10,44500001,44600000,0.43142,0.56858,0
15881,chr10,44600001,44700000,0.41315,0.58685,0
15882,chr10,44700001,44800000,0.4241,0.5759,0
15883,chr10,44800001,44900000,0.48082,0.51918,0
15884,chr10,44900001,45000000,0.42753,0.57247,0
15885,chr10,45000001,45100000,0.42134,0.57866,0
15886,chr10,45100001,45200000,0.38234,0.61766,0
15887,chr10,45200001,45300000,0.40768,0.59232,0
15888,chr10,45300001,45400000,0.46027,0.53973,0
15889,chr10,45400001,45500000,0.4946,0.5054,0
15890,chr10,45500001,45600000,0.39204,0.60796,0
15891,chr10,45600001,45700000,0.39133,0.60867,0
15892,chr10,45700001,45800000,0.41185,0.58815,0
15893,chr10,45800001,45900000,0.42227,0.57773,0
15894,chr10,45900001,46000000,0.45097,0.54903,0
15895,chr10,46000001,46100000,0.39903,0.60097,0
15896,chr10,46100001,46200000,0.39633,0.60367,0
15897,chr10,46200001,46300000,0.42667,0.57333,0
15898,chr10,46300001,46400000,0.41359,0.58641,0
15899,chr10,46400001,46500000,0.20281,0.29719,0
15900,chr10,46500001,46600000,0.42986,0.57014,0
15901,chr10,46600001,46700000,0.40778,0.59222,0
15902,chr10,46700001,46800000,0.42929,0.57071,0
15903,chr10,46800001,46900000,0.37501,0.62499,0
15904,chr10,46900001,47000000,0.4516,0.5484,0
15905,chr10,47000001,47100000,0.46335,0.53665,0
15906,chr10,47100001,47200000,0.46561,0.53439,0
15907,chr10,47200001,47300000,0.41707,0.58293,0
15908,chr10,47300001,47400000,0.37942,0.62058,0
15909,chr10,47400001,47500000,0.1127,0.17899,0
15910,chr10,47500001,47600000,0.28107,0.42724,0
15911,chr10,47600001,47700000,0.49127,0.50873,0
15912,chr10,47700001,47800000,0.44812,0.47664,0
15913,chr10,47800001,47900000,0.03231,0.04293,0
15914,chr10,47900001,48000000,0.42011,0.57989,0
15915,chr10,48000001,48100000,0.20398,0.35309,0
15916,chr10,48100001,48200000,0.3751,0.56783,0
15917,chr10,48200001,48300000,0.47648,0.52352,0
15918,chr10,48300001,48400000,0.47614,0.52386,0
15919,chr10,48400001,48500000,0.49055,0.50945,0
15920,chr10,48500001,48600000,0.44472,0.55528,0
15921,chr10,48600001,48700000,0.45865,0.54135,0
15922,chr10,48700001,48800000,0.40409,0.59591,0
15923,chr10,48800001,48900000,0.41964,0.58036,0
15924,chr10,48900001,49000000,0.42659,0.57341,0
15925,chr10,49000001,49100000,0.35766,0.5977,0
15926,chr10,49100001,49200000,0.0248,0.01984,0
15927,chr10,49200001,49300000,0.4158,0.5842,0
15928,chr10,49300001,49400000,0.41472,0.58528,0
15929,chr10,49400001,49500000,0.43398,0.56602,0
15930,chr10,49500001,49600000,0.38961,0.61039,0
15931,chr10,49600001,49700000,0.4397,0.5603,0
15932,chr10,49700001,49800000,0.48026,0.51974,0
15933,chr10,49800001,49900000,0.44048,0.55952,0
15934,chr10,49900001,50000000,0.45436,0.54564,0
15935,chr10,50000001,50100000,0.43863,0.56137,0
15936,chr10,50100001,50200000,0.47163,0.52837,0
15937,chr10,50200001,50300000,0.44844,0.55156,0
15938,chr10,50300001,50400000,0.46332,0.53668,0
15939,chr10,50400001,50500000,0.43377,0.56623,0
15940,chr10,50500001,50600000,0.47809,0.52191,0
15941,chr10,50600001,50700000,0.4311,0.5689,0
15942,chr10,50700001,50800000,0.41227,0.58773,0
15943,chr10,50800001,50900000,0.48464,0.51536,0
15944,chr10,50900001,51000000,0.46406,0.53594,0
15945,chr10,51000001,51100000,0.37989,0.62011,0
15946,chr10,51100001,51200000,0.19674,0.30326,0
15947,chr10,51200001,51300000,0.41497,0.58503,0
15948,chr10,51300001,51400000,0.38355,0.6049,0
15949,chr10,51400001,51500000,0.22273,0.28882,0
15950,chr10,51500001,51600000,0.43912,0.56088,0
15951,chr10,51600001,51700000,0.38484,0.61516,0
15952,chr10,51700001,51800000,0.42787,0.57213,0
15953,chr10,51800001,51900000,0.42645,0.57355,0
15954,chr10,51900001,52000000,0.38994,0.61006,0
15955,chr10,52000001,52100000,0.39419,0.60581,0
15956,chr10,52100001,52200000,0.38905,0.61095,0
15957,chr10,52200001,52300000,0.38654,0.61346,0
15958,chr10,52300001,52400000,0.41073,0.58927,0
15959,chr10,52400001,52500000,0.43404,0.56596,0
15960,chr10,52500001,52600000,0.38015,0.61985,0
15961,chr10,52600001,52700000,0.36275,0.63725,0
15962,chr10,52700001,52800000,0.37848,0.62152,0
15963,chr10,52800001,52900000,0.36826,0.63174,0
15964,chr10,52900001,53000000,0.35704,0.64296,0
15965,chr10,53000001,53100000,0.36939,0.63061,0
15966,chr10,53100001,53200000,0.37791,0.62209,0
15967,chr10,53200001,53300000,0.35533,0.64467,0
15968,chr10,53300001,53400000,0.36034,0.63966,0
15969,chr10,53400001,53500000,0.3727,0.6273,0
15970,chr10,53500001,53600000,0.3624,0.6376,0
15971,chr10,53600001,53700000,0.35899,0.64101,0
15972,chr10,53700001,53800000,0.37479,0.62521,0
15973,chr10,53800001,53900000,0.35912,0.64088,0
15974,chr10,53900001,54000000,0.36451,0.63549,0
15975,chr10,54000001,54100000,0.36054,0.63946,0
15976,chr10,54100001,54200000,0.38044,0.61956,0
15977,chr10,54200001,54300000,0.36502,0.63498,0
15978,chr10,54300001,54400000,0.35588,0.64412,0
15979,chr10,54400001,54500000,0.37136,0.62864,0
15980,chr10,54500001,54600000,0.39536,0.60464,0
15981,chr10,54600001,54700000,0.38385,0.61615,0
15982,chr10,54700001,54800000,0.37961,0.62039,0
15983,chr10,54800001,54900000,0.36211,0.63789,0
15984,chr10,54900001,55000000,0.3487,0.65128,0
15985,chr10,55000001,55100000,0.35422,0.64578,0
15986,chr10,55100001,55200000,0.35854,0.64146,0
15987,chr10,55200001,55300000,0.36066,0.63934,0
15988,chr10,55300001,55400000,0.35089,0.64911,0
15989,chr10,55400001,55500000,0.35745,0.64255,0
15990,chr10,55500001,55600000,0.34867,0.65133,0
15991,chr10,55600001,55700000,0.34916,0.65084,0
15992,chr10,55700001,55800000,0.3609,0.6391,0
15993,chr10,55800001,55900000,0.364,0.636,0
15994,chr10,55900001,56000000,0.35581,0.64419,0
15995,chr10,56000001,56100000,0.3509,0.6491,0
15996,chr10,56100001,56200000,0.34039,0.65961,0
15997,chr10,56200001,56300000,0.34428,0.65572,0
15998,chr10,56300001,56400000,0.34245,0.65755,0
15999,chr10,56400001,56500000,0.33886,0.66114,0
16000,chr10,56500001,56600000,0.34243,0.65757,0
16001,chr10,56600001,56700000,0.35118,0.64882,0
16002,chr10,56700001,56800000,0.34871,0.65129,0
16003,chr10,56800001,56900000,0.34653,0.65347,0
16004,chr10,56900001,57000000,0.33891,0.66109,0
16005,chr10,57000001,57100000,0.35382,0.64618,0
16006,chr10,57100001,57200000,0.33705,0.66295,0
16007,chr10,57200001,57300000,0.33302,0.66698,0
16008,chr10,57300001,57400000,0.34549,0.65451,0
16009,chr10,57400001,57500000,0.34274,0.65726,0
16010,chr10,57500001,57600000,0.33908,0.66092,0
16011,chr10,57600001,57700000,0.35183,0.64817,0
16012,chr10,57700001,57800000,0.33964,0.66036,0
16013,chr10,57800001,57900000,0.35105,0.64895,0
16014,chr10,57900001,58000000,0.34489,0.65511,0
16015,chr10,58000001,58100000,0.33868,0.66132,0
16016,chr10,58100001,58200000,0.35144,0.64856,0
16017,chr10,58200001,58300000,0.35665,0.64335,0
16018,chr10,58300001,58400000,0.35601,0.64399,0
16019,chr10,58400001,58500000,0.35176,0.64824,0
16020,chr10,58500001,58600000,0.34415,0.65585,0
16021,chr10,58600001,58700000,0.34553,0.65447,0
16022,chr10,58700001,58800000,0.36706,0.63294,0
16023,chr10,58800001,58900000,0.3512,0.6488,0
16024,chr10,58900001,59000000,0.34756,0.65244,0
16025,chr10,59000001,59100000,0.34425,0.65575,0
16026,chr10,59100001,59200000,0.35047,0.64953,0
16027,chr10,59200001,59300000,0.35095,0.64905,0
16028,chr10,59300001,59400000,0.34924,0.65076,0
16029,chr10,59400001,59500000,0.35969,0.64031,0
16030,chr10,59500001,59600000,0.37097,0.62903,0
16031,chr10,59600001,59700000,0.36271,0.63729,0
16032,chr10,59700001,59800000,0.3685,0.6315,0
16033,chr10,59800001,59900000,0.39042,0.60958,0
16034,chr10,59900001,60000000,0.38218,0.61782,0
16035,chr10,60000001,60100000,0.39162,0.60837,0
16036,chr10,60100001,60200000,0.37587,0.62413,0
16037,chr10,60200001,60300000,0.37906,0.62094,0
16038,chr10,60300001,60400000,0.37985,0.62015,0
16039,chr10,60400001,60500000,0.38707,0.61293,0
16040,chr10,60500001,60600000,0.37709,0.62291,0
16041,chr10,60600001,60700000,0.39604,0.60396,0
16042,chr10,60700001,60800000,0.39867,0.60133,0
16043,chr10,60800001,60900000,0.37973,0.62027,0
16044,chr10,60900001,61000000,0.34904,0.65096,0
16045,chr10,61000001,61100000,0.39684,0.60316,0
16046,chr10,61100001,61200000,0.37307,0.62693,0
16047,chr10,61200001,61300000,0.38244,0.61756,0
16048,chr10,61300001,61400000,0.40363,0.59637,0
16049,chr10,61400001,61500000,0.39876,0.60123,0
16050,chr10,61500001,61600000,0.40914,0.59086,0
16051,chr10,61600001,61700000,0.4067,0.5933,0
16052,chr10,61700001,61800000,0.3972,0.6028,0
16053,chr10,61800001,61900000,0.37667,0.62333,0
16054,chr10,61900001,62000000,0.38381,0.61619,0
16055,chr10,62000001,62100000,0.38423,0.61577,0
16056,chr10,62100001,62200000,0.38251,0.61749,0
16057,chr10,62200001,62300000,0.37145,0.62855,0
16058,chr10,62300001,62400000,0.36403,0.63597,0
16059,chr10,62400001,62500000,0.37894,0.62106,0
16060,chr10,62500001,62600000,0.38264,0.61736,0
16061,chr10,62600001,62700000,0.40499,0.59501,0
16062,chr10,62700001,62800000,0.38699,0.61301,0
16063,chr10,62800001,62900000,0.38319,0.61681,0
16064,chr10,62900001,63000000,0.37022,0.62978,0
16065,chr10,63000001,63100000,0.37345,0.62655,0
16066,chr10,63100001,63200000,0.36098,0.63902,0
16067,chr10,63200001,63300000,0.37085,0.62915,0
16068,chr10,63300001,63400000,0.37205,0.62795,0
16069,chr10,63400001,63500000,0.35157,0.64843,0
16070,chr10,63500001,63600000,0.38812,0.61188,0
16071,chr10,63600001,63700000,0.41141,0.58859,0
16072,chr10,63700001,63800000,0.39623,0.60377,0
16073,chr10,63800001,63900000,0.40303,0.59697,0
16074,chr10,63900001,64000000,0.37077,0.62923,0
16075,chr10,64000001,64100000,0.3686,0.6314,0
16076,chr10,64100001,64200000,0.3904,0.6096,0
16077,chr10,64200001,64300000,0.39129,0.60871,0
16078,chr10,64300001,64400000,0.41189,0.58808,0
16079,chr10,64400001,64500000,0.4145,0.5855,0
16080,chr10,64500001,64600000,0.42213,0.57787,0
16081,chr10,64600001,64700000,0.41415,0.58585,0
16082,chr10,64700001,64800000,0.40469,0.59531,0
16083,chr10,64800001,64900000,0.4245,0.5755,0
16084,chr10,64900001,65000000,0.38158,0.61842,0
16085,chr10,65000001,65100000,0.39164,0.60836,0
16086,chr10,65100001,65200000,0.3794,0.6206,0
16087,chr10,65200001,65300000,0.38164,0.61836,0
16088,chr10,65300001,65400000,0.38794,0.61206,0
16089,chr10,65400001,65500000,0.40831,0.59169,0
16090,chr10,65500001,65600000,0.39709,0.60291,0
16091,chr10,65600001,65700000,0.40747,0.59253,0
16092,chr10,65700001,65800000,0.40712,0.59288,0
16093,chr10,65800001,65900000,0.40037,0.59963,0
16094,chr10,65900001,66000000,0.37278,0.62722,0
16095,chr10,66000001,66100000,0.3667,0.6333,0
16096,chr10,66100001,66200000,0.36168,0.63832,0
16097,chr10,66200001,66300000,0.36797,0.63203,0
16098,chr10,66300001,66400000,0.35671,0.64329,0
16099,chr10,66400001,66500000,0.35251,0.64749,0
16100,chr10,66500001,66600000,0.36337,0.63663,0
16101,chr10,66600001,66700000,0.34881,0.65119,0
16102,chr10,66700001,66800000,0.34489,0.65511,0
16103,chr10,66800001,66900000,0.35332,0.64668,0
16104,chr10,66900001,67000000,0.33953,0.66047,0
16105,chr10,67000001,67100000,0.35243,0.64757,0
16106,chr10,67100001,67200000,0.35867,0.64133,0
16107,chr10,67200001,67300000,0.3539,0.6461,0
16108,chr10,67300001,67400000,0.35282,0.64718,0
16109,chr10,67400001,67500000,0.34023,0.65977,0
16110,chr10,67500001,67600000,0.35766,0.64234,0
16111,chr10,67600001,67700000,0.36519,0.63481,0
16112,chr10,67700001,67800000,0.35944,0.64056,0
16113,chr10,67800001,67900000,0.35652,0.64348,0
16114,chr10,67900001,68000000,0.34793,0.65207,0
16115,chr10,68000001,68100000,0.36404,0.63596,0
16116,chr10,68100001,68200000,0.35807,0.64193,0
16117,chr10,68200001,68300000,0.35205,0.64795,0
16118,chr10,68300001,68400000,0.35715,0.64285,0
16119,chr10,68400001,68500000,0.36548,0.63452,0
16120,chr10,68500001,68600000,0.36004,0.63996,0
16121,chr10,68600001,68700000,0.36805,0.63195,0
16122,chr10,68700001,68800000,0.35709,0.64291,0
16123,chr10,68800001,68900000,0.35008,0.64992,0
16124,chr10,68900001,69000000,0.36212,0.63788,0
16125,chr10,69000001,69100000,0.36988,0.63012,0
16126,chr10,69100001,69200000,0.36601,0.63399,0
16127,chr10,69200001,69300000,0.37163,0.62837,0
16128,chr10,69300001,69400000,0.37515,0.62485,0
16129,chr10,69400001,69500000,0.38124,0.61876,0
16130,chr10,69500001,69600000,0.40834,0.59166,0
16131,chr10,69600001,69700000,0.42242,0.57758,0
16132,chr10,69700001,69800000,0.38138,0.61862,0
16133,chr10,69800001,69900000,0.38243,0.61757,0
16134,chr10,69900001,70000000,0.41785,0.58215,0
16135,chr10,70000001,70100000,0.42837,0.57163,0
16136,chr10,70100001,70200000,0.41705,0.58295,0
16137,chr10,70200001,70300000,0.43667,0.56333,0
16138,chr10,70300001,70400000,0.44186,0.55814,0
16139,chr10,70400001,70500000,0.41468,0.58532,0
16140,chr10,70500001,70600000,0.43824,0.56176,0
16141,chr10,70600001,70700000,0.42811,0.57189,0
16142,chr10,70700001,70800000,0.42078,0.57922,0
16143,chr10,70800001,70900000,0.44696,0.55304,0
16144,chr10,70900001,71000000,0.42723,0.57277,0
16145,chr10,71000001,71100000,0.47139,0.52861,0
16146,chr10,71100001,71200000,0.48775,0.51225,0
16147,chr10,71200001,71300000,0.48422,0.51578,0
16148,chr10,71300001,71400000,0.46097,0.53903,0
16149,chr10,71400001,71500000,0.49775,0.50225,0
16150,chr10,71500001,71600000,0.49687,0.50313,0
16151,chr10,71600001,71700000,0.52061,0.47939,0
16152,chr10,71700001,71800000,0.42567,0.57433,0
16153,chr10,71800001,71900000,0.46629,0.53371,0
16154,chr10,71900001,72000000,0.4281,0.5719,0
16155,chr10,72000001,72100000,0.4859,0.5141,0
16156,chr10,72100001,72200000,0.46973,0.53027,0
16157,chr10,72200001,72300000,0.51691,0.48309,0
16158,chr10,72300001,72400000,0.48133,0.51867,0
16159,chr10,72400001,72500000,0.50979,0.49021,0
16160,chr10,72500001,72600000,0.46753,0.53247,0
16161,chr10,72600001,72700000,0.47674,0.52326,0
16162,chr10,72700001,72800000,0.49614,0.50386,0
16163,chr10,72800001,72900000,0.47899,0.52101,0
16164,chr10,72900001,73000000,0.48704,0.51296,0
16165,chr10,73000001,73100000,0.53442,0.46558,0
16166,chr10,73100001,73200000,0.49086,0.50914,0
16167,chr10,73200001,73300000,0.51593,0.48407,0
16168,chr10,73300001,73400000,0.51527,0.48473,0
16169,chr10,73400001,73500000,0.54682,0.45318,0
16170,chr10,73500001,73600000,0.52589,0.47411,0
16171,chr10,73600001,73700000,0.47794,0.52206,0
16172,chr10,73700001,73800000,0.49674,0.50326,0
16173,chr10,73800001,73900000,0.47298,0.52702,0
16174,chr10,73900001,74000000,0.41881,0.58119,0
16175,chr10,74000001,74100000,0.51633,0.48367,0
16176,chr10,74100001,74200000,0.44359,0.55641,0
16177,chr10,74200001,74300000,0.38506,0.61494,0
16178,chr10,74300001,74400000,0.40764,0.59236,0
16179,chr10,74400001,74500000,0.41205,0.58795,0
16180,chr10,74500001,74600000,0.38099,0.61901,0
16181,chr10,74600001,74700000,0.40162,0.59838,0
16182,chr10,74700001,74800000,0.39872,0.60128,0
16183,chr10,74800001,74900000,0.39534,0.60466,0
16184,chr10,74900001,75000000,0.39787,0.60213,0
16185,chr10,75000001,75100000,0.40003,0.59997,0
16186,chr10,75100001,75200000,0.4129,0.5871,0
16187,chr10,75200001,75300000,0.40723,0.59277,0
16188,chr10,75300001,75400000,0.42533,0.57467,0
16189,chr10,75400001,75500000,0.45296,0.54704,0
16190,chr10,75500001,75600000,0.50104,0.49896,0
16191,chr10,75600001,75700000,0.49659,0.50341,0
16192,chr10,75700001,75800000,0.43652,0.56348,0
16193,chr10,75800001,75900000,0.40875,0.59125,0
16194,chr10,75900001,76000000,0.40349,0.59651,0
16195,chr10,76000001,76100000,0.36516,0.63484,0
16196,chr10,76100001,76200000,0.36613,0.63387,0
16197,chr10,76200001,76300000,0.35834,0.64166,0
16198,chr10,76300001,76400000,0.37036,0.62964,0
16199,chr10,76400001,76500000,0.39712,0.60288,0
16200,chr10,76500001,76600000,0.45003,0.54997,0
16201,chr10,76600001,76700000,0.40764,0.59236,0
16202,chr10,76700001,76800000,0.40734,0.59266,0
16203,chr10,76800001,76900000,0.46959,0.53041,0
16204,chr10,76900001,77000000,0.4508,0.5492,0
16205,chr10,77000001,77100000,0.44913,0.55087,0
16206,chr10,77100001,77200000,0.49397,0.50603,0
16207,chr10,77200001,77300000,0.43001,0.56999,0
16208,chr10,77300001,77400000,0.40558,0.59442,0
16209,chr10,77400001,77500000,0.41051,0.58949,0
16210,chr10,77500001,77600000,0.4148,0.5852,0
16211,chr10,77600001,77700000,0.42058,0.57942,0
16212,chr10,77700001,77800000,0.43552,0.56448,0
16213,chr10,77800001,77900000,0.42939,0.57061,0
16214,chr10,77900001,78000000,0.40952,0.59048,0
16215,chr10,78000001,78100000,0.39834,0.60166,0
16216,chr10,78100001,78200000,0.39103,0.60897,0
16217,chr10,78200001,78300000,0.37039,0.62961,0
16218,chr10,78300001,78400000,0.38256,0.61744,0
16219,chr10,78400001,78500000,0.38796,0.61204,0
16220,chr10,78500001,78600000,0.38796,0.61204,0
16221,chr10,78600001,78700000,0.39519,0.60481,0
16222,chr10,78700001,78800000,0.42422,0.57578,0
16223,chr10,78800001,78900000,0.41855,0.58145,0
16224,chr10,78900001,79000000,0.42064,0.57936,0
16225,chr10,79000001,79100000,0.44028,0.55972,0
16226,chr10,79100001,79200000,0.45744,0.54256,0
16227,chr10,79200001,79300000,0.46885,0.53115,0
16228,chr10,79300001,79400000,0.47249,0.52751,0
16229,chr10,79400001,79500000,0.43913,0.56087,0
16230,chr10,79500001,79600000,0.47584,0.52416,0
16231,chr10,79600001,79700000,0.49495,0.50505,0
16232,chr10,79700001,79800000,0.4517,0.5483,0
16233,chr10,79800001,79900000,0.45726,0.54274,0
16234,chr10,79900001,80000000,0.47928,0.52072,0
16235,chr10,80000001,80100000,0.47468,0.52532,0
16236,chr10,80100001,80200000,0.48045,0.51955,0
16237,chr10,80200001,80300000,0.45575,0.54425,0
16238,chr10,80300001,80400000,0.46462,0.53538,0
16239,chr10,80400001,80500000,0.4498,0.5502,0
16240,chr10,80500001,80600000,0.47822,0.52178,0
16241,chr10,80600001,80700000,0.48281,0.51719,0
16242,chr10,80700001,80800000,0.51399,0.48601,0
16243,chr10,80800001,80900000,0.54099,0.45901,0
16244,chr10,80900001,81000000,0.55056,0.44944,0
16245,chr10,81000001,81100000,0.5482,0.4518,0
16246,chr10,81100001,81200000,0.51001,0.48999,0
16247,chr10,81200001,81300000,0.46746,0.53254,0
16248,chr10,81300001,81400000,0.42793,0.57207,0
16249,chr10,81400001,81500000,0.39749,0.60251,0
16250,chr10,81500001,81600000,0.3779,0.6221,0
16251,chr10,81600001,81700000,0.43351,0.56649,0
16252,chr10,81700001,81800000,0.43148,0.56852,0
16253,chr10,81800001,81900000,0.43212,0.56788,0
16254,chr10,81900001,82000000,0.48303,0.51697,0
16255,chr10,82000001,82100000,0.44129,0.55871,0
16256,chr10,82100001,82200000,0.44087,0.55913,0
16257,chr10,82200001,82300000,0.49964,0.50036,0
16258,chr10,82300001,82400000,0.44998,0.55002,0
16259,chr10,82400001,82500000,0.43888,0.56112,0
16260,chr10,82500001,82600000,0.39787,0.60213,0
16261,chr10,82600001,82700000,0.38408,0.61592,0
16262,chr10,82700001,82800000,0.37881,0.62119,0
16263,chr10,82800001,82900000,0.36755,0.63245,0
16264,chr10,82900001,83000000,0.34749,0.65251,0
16265,chr10,83000001,83100000,0.35183,0.64817,0
16266,chr10,83100001,83200000,0.33906,0.66094,0
16267,chr10,83200001,83300000,0.36397,0.63603,0
16268,chr10,83300001,83400000,0.35896,0.64104,0
16269,chr10,83400001,83500000,0.375,0.625,0
16270,chr10,83500001,83600000,0.37037,0.62963,0
16271,chr10,83600001,83700000,0.39027,0.60973,0
16272,chr10,83700001,83800000,0.37294,0.62706,0
16273,chr10,83800001,83900000,0.3735,0.6265,0
16274,chr10,83900001,84000000,0.36731,0.63269,0
16275,chr10,84000001,84100000,0.38084,0.61916,0
16276,chr10,84100001,84200000,0.37196,0.62804,0
16277,chr10,84200001,84300000,0.37972,0.62028,0
16278,chr10,84300001,84400000,0.36272,0.63728,0
16279,chr10,84400001,84500000,0.38322,0.61678,0
16280,chr10,84500001,84600000,0.3726,0.6274,0
16281,chr10,84600001,84700000,0.37305,0.62695,0
16282,chr10,84700001,84800000,0.37335,0.62665,0
16283,chr10,84800001,84900000,0.37404,0.62596,0
16284,chr10,84900001,85000000,0.37236,0.62764,0
16285,chr10,85000001,85100000,0.36196,0.63804,0
16286,chr10,85100001,85200000,0.35761,0.64239,0
16287,chr10,85200001,85300000,0.36211,0.63789,0
16288,chr10,85300001,85400000,0.37673,0.62327,0
16289,chr10,85400001,85500000,0.36958,0.63042,0
16290,chr10,85500001,85600000,0.38876,0.61124,0
16291,chr10,85600001,85700000,0.4084,0.5916,0
16292,chr10,85700001,85800000,0.42713,0.57287,0
16293,chr10,85800001,85900000,0.41819,0.58181,0
16294,chr10,85900001,86000000,0.46146,0.53854,0
16295,chr10,86000001,86100000,0.43825,0.56175,0
16296,chr10,86100001,86200000,0.38019,0.61981,0
16297,chr10,86200001,86300000,0.37879,0.62121,0
16298,chr10,86300001,86400000,0.43836,0.56164,0
16299,chr10,86400001,86500000,0.41191,0.58809,0
16300,chr10,86500001,86600000,0.39417,0.60583,0
16301,chr10,86600001,86700000,0.39543,0.60457,0
16302,chr10,86700001,86800000,0.38764,0.61236,0
16303,chr10,86800001,86900000,0.37726,0.62274,0
16304,chr10,86900001,87000000,0.40451,0.59549,0
16305,chr10,87000001,87100000,0.38006,0.61994,0
16306,chr10,87100001,87200000,0.38499,0.61501,0
16307,chr10,87200001,87300000,0.38807,0.61193,0
16308,chr10,87300001,87400000,0.40514,0.59486,0
16309,chr10,87400001,87500000,0.4083,0.5917,0
16310,chr10,87500001,87600000,0.39495,0.60505,0
16311,chr10,87600001,87700000,0.42113,0.57887,0
16312,chr10,87700001,87800000,0.43267,0.56733,0
16313,chr10,87800001,87900000,0.47403,0.52597,0
16314,chr10,87900001,88000000,0.50205,0.49795,0
16315,chr10,88000001,88100000,0.49386,0.50614,0
16316,chr10,88100001,88200000,0.47845,0.52155,0
16317,chr10,88200001,88300000,0.41676,0.58324,0
16318,chr10,88300001,88400000,0.44621,0.55379,0
16319,chr10,88400001,88500000,0.52861,0.47139,0
16320,chr10,88500001,88600000,0.40453,0.59547,0
16321,chr10,88600001,88700000,0.40792,0.59208,0
16322,chr10,88700001,88800000,0.47789,0.52211,0
16323,chr10,88800001,88900000,0.4198,0.5802,0
16324,chr10,88900001,89000000,0.43124,0.56876,0
16325,chr10,89000001,89100000,0.37666,0.62334,0
16326,chr10,89100001,89200000,0.42878,0.57122,0
16327,chr10,89200001,89300000,0.38633,0.61367,0
16328,chr10,89300001,89400000,0.39875,0.60125,0
16329,chr10,89400001,89500000,0.40546,0.59454,0
16330,chr10,89500001,89600000,0.36626,0.63374,0
